rsmi,psmi,ea,dh
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:11])[C:4]([H:9])([H:10])[O:5]1)[H:8],[O+:1](=[C-:2][H:8])[C@@:3]1([C:6](=[O:7])[H:11])[C:4]([H:9])([H:10])[O:5]1,104.1006,64.24577
[O+:1](=[C-:2][H:8])[C@@:3]1([C:6](=[O:7])[H:11])[C:4]([H:9])([H:10])[O:5]1,[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:11])[C:4]([H:9])([H:10])[O:5]1)[H:8],39.85483000000001,-64.24577
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],[C:1]([O:7][C:6]([C@@:5]1([H:14])[C@:3]([O:2][H:17])([H:11])[C:4]1([H:12])[H:13])([H:15])[H:16])([H:8])([H:9])[H:10],85.98661,2.90866
[C:1]([O:7][C:6]([C@@:5]1([H:14])[C@:3]([O:2][H:17])([H:11])[C:4]1([H:12])[H:13])([H:15])[H:16])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],83.07795,-2.90866
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5][C:6]([O:7][H:17])([H:15])[H:16])[H:11])([H:8])([H:9])[H:10],71.31711,68.75438
[C:1]([O:2][C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5][C:6]([O:7][H:17])([H:15])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],2.562730000000002,-68.75438
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]([C:4]([O:7][H:17])([H:12])[H:13])([C:5](=[C:6]([H:15])[H:16])[H:14])[H:11])([H:8])([H:9])[H:10],82.35696,-3.93735
[C:1]([O:2][C@@:3]([C:4]([O:7][H:17])([H:12])[H:13])([C:5](=[C:6]([H:15])[H:16])[H:14])[H:11])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],86.29431,3.93735
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],[C:1]([O:2][C:4]([C@:5]([C:3][H:11])([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:12])[H:13])([H:8])([H:9])[H:10],104.58053,79.41768
[C:1]([O:2][C:4]([C@:5]([C:3][H:11])([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:12])[H:13])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],25.16284999999999,-79.41768
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],[C:1]([O+:2]=[C-:3][C:4]([C:5]([C:6]([O:7][H:17])([H:15])[H:16])([H:11])[H:14])([H:12])[H:13])([H:8])([H:9])[H:10],56.78646,33.38684
[C:1]([O+:2]=[C-:3][C:4]([C:5]([C:6]([O:7][H:17])([H:15])[H:16])([H:11])[H:14])([H:12])[H:13])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10],23.39962,-33.38684
[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4](=[C:5]=[C:6]([C:7]([H:17])([H:18])[H:19])[H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],83.81692,1.81923
[C:1]([C:2]([C:3]([C:4](=[C:5]=[C:6]([C:7]([H:17])([H:18])[H:19])[H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],81.99768999999999,-1.81923
[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:5](=[C:6]=[C:7]([H:18])[H:19])[H:17])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],89.0333,3.49327
[C:1]([C:2]([C:3]([C:4]([C:5](=[C:6]=[C:7]([H:18])[H:19])[H:17])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],85.54003,-3.49327
[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3](/[C:4](=[C:5](\[C:6][C:7]([H:17])([H:18])[H:19])[H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],79.40714,55.92776
[C:1]([C:2]([C:3](/[C:4](=[C:5](\[C:6][C:7]([H:17])([H:18])[H:19])[H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],23.47938,-55.92776
[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C-:5]=[C:6]([C+:7]([H:18])[H:19])[H:17])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],83.15052,61.7725
[C:1]([C:2]([C:3]([C:4]([C-:5]=[C:6]([C+:7]([H:18])[H:19])[H:17])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],21.37802,-61.7725
[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:6](=[C:5])[C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],57.71396,52.87831
[C:1]([C:2]([C:3]([C:4]([C:6](=[C:5])[C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:5]#[C:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],4.835650000000001,-52.87831
[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:5]([C@:6]([C:3][C:4]([H:13])([H:14])[H:15])([C:7]([H:19])([H:20])[H:21])[H:18])([H:16])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],104.50515,67.69564
[C:1]([C:2]([C:5]([C@:6]([C:3][C:4]([H:13])([H:14])[H:15])([C:7]([H:19])([H:20])[H:21])[H:18])([H:16])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],36.80951,-67.69564
[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]([C:6][C:7]([H:19])([H:20])[H:21])([H:16])[H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],68.59519,67.62483
[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]([C:6][C:7]([H:19])([H:20])[H:21])([H:16])[H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],0.9703599999999994,-67.62483
[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3][C@@:6]([C:5]([C:4]([H:13])([H:14])[H:15])([H:16])[H:17])([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],105.46391,66.14615
[C:1]([C:2]([C:3][C@@:6]([C:5]([C:4]([H:13])([H:14])[H:15])([H:16])[H:17])([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],39.31775999999999,-66.14615
[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:6]([C:3]1([C:4]([H:13])([H:14])[H:15])[C:2]([H:11])([H:12])[C:5]1([H:16])[H:17])([C:7]([H:19])([H:20])[H:21])[H:18])([H:8])([H:9])[H:10],132.38195,1.43707
[C:1]([C:6]([C:3]1([C:4]([H:13])([H:14])[H:15])[C:2]([H:11])([H:12])[C:5]1([H:16])[H:17])([C:7]([H:19])([H:20])[H:21])[H:18])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],130.94487999999998,-1.43707
[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([H:16])([H:17])[H:18])[C:6][C:7]([H:19])([H:20])[H:21])([H:11])[H:12])([H:8])([H:9])[H:10],69.36455,67.09551
[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([H:16])([H:17])[H:18])[C:6][C:7]([H:19])([H:20])[H:21])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]1([C:4]([H:13])([H:14])[H:15])[C:5]([H:16])([H:17])[C@:6]1([C:7]([H:19])([H:20])[H:21])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],2.2690399999999897,-67.09551
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:6]=[N:7][C@:4]([C:3]([H:12])([H:13])[H:15])([O:5][H:16])[H:14])[H:11])([H:8])([H:9])[H:10],96.7809,23.52374
[C:1]([C:2](=[C:6]=[N:7][C@:4]([C:3]([H:12])([H:13])[H:15])([O:5][H:16])[H:14])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],73.25716,-23.52374
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([N+:7]#[C-:6])[H:11])([H:8])([H:9])[H:10],60.3497,21.13594
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([N+:7]#[C-:6])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],39.21375999999999,-21.13594
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:10])[C@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([H:11])/[C:6]1=[N:7]/[H:9],107.98186,37.61501
[C:1]1([H:8])([H:10])[C@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([H:11])/[C:6]1=[N:7]/[H:9],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],70.36685,-37.61501
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])/[C:6]1=[N:7]\[O:5][H:16])([H:8])([H:9])[H:10],129.95415,44.93475
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])/[C:6]1=[N:7]\[O:5][H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],85.01939999999999,-44.93475
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:6]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])=[N:7]1)([H:8])([H:9])[H:10],104.53364,39.00474000000001
[C:1]([C@@:2]1([H:11])[C:6]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],65.5289,-39.00474000000001
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[O:5]/[C:6]1=[N:7]\[H:16])([H:8])([H:9])[H:10],59.70164000000001,-5.13364
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[O:5]/[C:6]1=[N:7]\[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],64.83528000000001,5.13364
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([O:5][H:16])([H:15])[N:7]([H:14])[C:6]1)([H:8])([H:9])[H:10],93.13521,38.8209
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([O:5][H:16])([H:15])[N:7]([H:14])[C:6]1)([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],54.31431,-38.8209
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](=[C:2]=[C:3]1[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])([H:8])[H:9],87.29876999999998,7.05116
[C:1](=[C:2]=[C:3]1[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])([H:8])[H:9],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],80.24760999999998,-7.05116
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C:5]1=[C:6]=[N:7][H:11])[H:8],104.80849,35.05939
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C:5]1=[C:6]=[N:7][H:11])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],69.7491,-35.05939
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1]1([H:8])=[C:2]=[C:3]([H:9])[N:4]([H:10])[C:5]([H:11])=[C:6]=[N:7]1,49.50614,47.25731
[C:1]1([H:8])=[C:2]=[C:3]([H:9])[N:4]([H:10])[C:5]([H:11])=[C:6]=[N:7]1,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],2.248830000000005,-47.25731
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](=[C:2]=[C:3](/[C:5](=[N:4]\[H:10])[H:11])[H:9])([N+:7]#[C-:6])[H:8],96.74242,4.7061199999999985
[C:1](=[C:2]=[C:3](/[C:5](=[N:4]\[H:10])[H:11])[H:9])([N+:7]#[C-:6])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],92.0363,-4.7061199999999985
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2]/[C:3](=[N:4]/[C:5]([C:6]#[N:7])([H:10])[H:11])[H:9])[H:8],72.87859,-9.02476
[C:1](#[C:2]/[C:3](=[N:4]/[C:5]([C:6]#[N:7])([H:10])[H:11])[H:9])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],81.90335,9.02476
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C@@:3]([N:4]([C:5][H:11])[H:10])([C:6]#[N:7])[H:9])[H:8],89.56897,38.67778
[C:1](#[C:2][C@@:3]([N:4]([C:5][H:11])[H:10])([C:6]#[N:7])[H:9])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],50.891189999999995,-38.67778
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([N+:7]#[C-:6])[H:11])[H:8],59.44362,21.20309
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([N+:7]#[C-:6])[H:11])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],38.24053000000001,-21.20309
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](/[C:2](=[C:3]1\[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:9])[H:8],85.02237,60.69983000000001
[C:1](/[C:2](=[C:3]1\[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:9])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],24.322539999999982,-60.69983000000001
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](=[C+:2][C@@:3]1([H:9])[N:4]([H:10])[C:5]1=[C:6]=[N-:7])([H:8])[H:11],124.13814,55.77923000000001
[C:1](=[C+:2][C@@:3]1([H:9])[N:4]([H:10])[C:5]1=[C:6]=[N-:7])([H:8])[H:11],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],68.35891,-55.77923000000001
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C+:3]([N:4]([C:5](=[C:6]=[N-:7])[H:11])[H:10])[H:9])[H:8],38.70603,9.41415
[C:1](#[C:2][C+:3]([N:4]([C:5](=[C:6]=[N-:7])[H:11])[H:10])[H:9])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],29.29188,-9.41415
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]([C:4]1([O:5][H:13])[C:3]([H:11])([H:12])[C:6]1([H:14])[H:15])=[O:7])([H:8])([H:9])[H:10],57.38964,-31.63108
[C:1]([C:2]([C:4]1([O:5][H:13])[C:3]([H:11])([H:12])[C:6]1([H:14])[H:15])=[O:7])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],89.02072,31.63108
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O+:7]=[C-:6][H:15])[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[H:14])([H:8])([H:9])[H:10],82.62665,46.53506
[C:1]([C@@:2]1([O+:7]=[C-:6][H:15])[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],36.09159,-46.53506
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([O:5][H:13])=[C:6]([H:14])[H:15])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10],41.30301,-37.45388
[C:1]([C:2]([C:3]([C:4]([O:5][H:13])=[C:6]([H:14])[H:15])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],78.75689,37.45388
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@:4]1([O:5][H:13])[C:3]([H:11])([H:12])[C-:2]=[O+:7][C:6]1([H:14])[H:15])([H:8])([H:9])[H:10],79.72899,10.93584
[C:1]([C@:4]1([O:5][H:13])[C:3]([H:11])([H:12])[C-:2]=[O+:7][C:6]1([H:14])[H:15])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],68.79315,-10.93584
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:11])[H:12])[O:7][C:6]([C:4][O:5][H:13])([H:14])[H:15])([H:8])([H:9])[H:10],48.99863,27.65923
[C:1]([C:2](=[C:3]([H:11])[H:12])[O:7][C:6]([C:4][O:5][H:13])([H:14])[H:15])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],21.339399999999998,-27.65923
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:4]([O:5][H:13])[C:6]([H:14])([H:15])[O:7][C:3]1([H:11])[H:12])([H:8])([H:9])[H:10],64.54595,-29.8814
[C:1]([C:2]1=[C:4]([O:5][H:13])[C:6]([H:14])([H:15])[O:7][C:3]1([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],94.42735,29.8814
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]1([C:3]([C:4][O:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:10],60.14274,31.37695
[C:1]([C@@:2]1([C:3]([C:4][O:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],28.765790000000003,-31.37695
